,Symbol,Title,Date,Link,Source,Comments
130,None (General News),Japanese prosecutors investigating SMBC Nikko after management arrests - Asahi,08/03/2022,https://www.channelnewsasia.com/business/japanese-prosecutors-investigating-smbc-nikko-after-management-arrests-asahi-2546721,CNA,Featured on SGInvestors
131,None (General News),Livingstone Health to develop hospital in Vietnam through partnership,08/03/2022,https://www.businesstimes.com.sg/companies-markets/livingstone-health-to-develop-hospital-in-vietnam-through-partnership,The Business Times,Featured on SGInvestors
132,None (General News),Japan bank lending growth slows to decade-low as pandemic-induced strain eases,08/03/2022,https://www.channelnewsasia.com/business/japan-bank-lending-growth-slows-decade-low-pandemic-induced-strain-eases-2546711,CNA,Featured on SGInvestors
133,None (General News),Japan Feb bank loans rise 0.4per cent vs year ago,08/03/2022,https://www.channelnewsasia.com/business/japan-feb-bank-loans-rise-04per-cent-vs-year-ago-2546711,CNA,Featured on SGInvestors
134,None (General News),"Biden to order studies on regulating, issuing cryptocurrency -source",08/03/2022,https://www.channelnewsasia.com/business/biden-order-studies-regulating-issuing-cryptocurrency-source-2546671,CNA,Featured on SGInvestors
135,None (General News),Biden to sign executive order on cryptocurrencies this week - source,08/03/2022,https://www.channelnewsasia.com/business/biden-sign-executive-order-cryptocurrencies-week-source-2546671,CNA,Featured on SGInvestors
136,None (General News),"Traveloka fuels up 'buy now, pay later' engine for super app take-off",08/03/2022,https://www.businesstimes.com.sg/garage/traveloka-fuels-up-buy-now-pay-later-engine-for-super-app-take-off,The Business Times,Featured on SGInvestors
137,None (General News),Breaking the boardroom bias: a case for women in leadership,08/03/2022,https://www.businesstimes.com.sg/leadership-management/breaking-the-boardroom-bias-a-case-for-women-in-leadership,The Business Times,Featured on SGInvestors
138,None (General News),"War stokes rally in SGX's oil, commodity stocks",08/03/2022,https://www.businesstimes.com.sg/companies-markets/war-stokes-rally-in-sgxs-oil-commodity-stocks,The Business Times,Featured on SGInvestors
139,None (General News),"EY appoints new country managing partner for Singapore, Brunei",08/03/2022,https://www.businesstimes.com.sg/companies-markets/ey-appoints-new-country-managing-partner-for-singapore-brunei-0,The Business Times,Featured on SGInvestors
140,None (General News),Omicron threat draws mixed reactions from analysts covering Dairy Farm,08/03/2022,https://www.businesstimes.com.sg/companies-markets/omicron-threat-draws-mixed-reactions-from-analysts-covering-dairy-farm,The Business Times,Featured on SGInvestors
141,None (General News),Singapore O&G gets S$0.295-a-share takeover offer from vehicle linked to Dymon Asia,08/03/2022,https://www.businesstimes.com.sg/companies-markets/singapore-og-gets-s0295-a-share-takeover-offer-from-vehicle-linked-to-dymon-asia-0,The Business Times,Featured on SGInvestors
142,None (General News),Singtel's NCS acquires Aussie IT company The Dialog Group for A$325m,08/03/2022,https://www.businesstimes.com.sg/companies-markets/singtels-ncs-acquires-aussie-it-company-the-dialog-group-for-a325m-0,The Business Times,Featured on SGInvestors
143,None (General News),SGX suspends trading of PJSC Gazprom GDR on Russia sanctions,08/03/2022,https://www.businesstimes.com.sg/companies-markets/sgx-suspends-trading-of-pjsc-gazprom-gdr-on-russia-sanctions,The Business Times,Featured on SGInvestors
144,None (General News),Oil plays extend active trading as prices surge on supply fears,08/03/2022,https://www.businesstimes.com.sg/companies-markets/oil-plays-extend-active-trading-as-prices-surge-on-supply-fears,The Business Times,Featured on SGInvestors
145,None (General News),"Asian markets dive as oil prices spike, Ukraine crisis rattles investors",08/03/2022,https://www.businesstimes.com.sg/companies-markets/asian-markets-dive-as-oil-prices-spike-ukraine-crisis-rattles-investors-0,The Business Times,Featured on SGInvestors
146,None (General News),Singapore stocks slide on Monday as oil prices surge; STI down 1.2%,08/03/2022,https://www.businesstimes.com.sg/companies-markets/singapore-stocks-slide-on-monday-as-oil-prices-surge-sti-down-12-0,The Business Times,Featured on SGInvestors
147,None (General News),Strata units in GB Building for sale; Oxley Tower F&B units re-launched at lower guide price,08/03/2022,https://www.businesstimes.com.sg/real-estate/strata-units-in-gb-building-for-sale-oxley-tower-fb-units-re-launched-at-lower-guide-0,The Business Times,Featured on SGInvestors
148,None (General News),Seeing value in pursuing further studies in real estate,08/03/2022,https://www.businesstimes.com.sg/real-estate/seeing-value-in-pursuing-further-studies-in-real-estate,The Business Times,Featured on SGInvestors
149,None (General News),DBS sets up board sustainability committee,08/03/2022,https://www.businesstimes.com.sg/banking-finance/dbs-sets-up-board-sustainability-committee-0,The Business Times,Featured on SGInvestors
150,None (General News),Why was Singapore's anti-spoofing registry shut and replaced?,08/03/2022,https://www.businesstimes.com.sg/government-economy/why-was-singapores-anti-spoofing-registry-shut-and-replaced,The Business Times,Featured on SGInvestors
151,None (General News),"Higher tech co-funding for some farms, new disposable bag charge",08/03/2022,https://www.businesstimes.com.sg/government-economy/higher-tech-co-funding-for-some-farms-new-disposable-bag-charge,The Business Times,Featured on SGInvestors
152,None (General News),New tripartite standard to improve well-being of lower-wage workers,08/03/2022,https://www.businesstimes.com.sg/government-economy/new-tripartite-standard-to-improve-well-being-of-lower-wage-workers,The Business Times,Featured on SGInvestors
153,None (General News),Strong enforcement measures will guard against new EP system fraud,08/03/2022,https://www.businesstimes.com.sg/government-economy/strong-enforcement-measures-will-guard-against-new-ep-system-fraud-0,The Business Times,Featured on SGInvestors
154,None (General News),Douglas Foo steps down from SMF presidency,08/03/2022,https://www.businesstimes.com.sg/government-economy/douglas-foo-steps-down-from-smf-presidency-0,The Business Times,Featured on SGInvestors
155,None (General News),"Malaysia to reopen all international borders, including Causeway, Second Link checkpoints",08/03/2022,https://www.businesstimes.com.sg/government-economy/malaysia-to-reopen-all-international-borders-including-causeway-second-link,The Business Times,Featured on SGInvestors
156,None (General News),"Price of 95-octane petrol surges past S$3 per litre at Shell, Esso",08/03/2022,https://www.businesstimes.com.sg/energy-commodities/price-of-95-octane-petrol-surges-past-s3-per-litre-at-shell-esso,The Business Times,Featured on SGInvestors
157,None (General News),Brent seen at US$100 in 2022 as tight market fuels volatility,08/03/2022,https://www.businesstimes.com.sg/energy-commodities/brent-seen-at-us100-in-2022-as-tight-market-fuels-volatility,The Business Times,Featured on SGInvestors
158,None (General News),Grab at risk of US class action lawsuits after shares fall,08/03/2022,https://www.businesstimes.com.sg/garage/grab-at-risk-of-us-class-action-lawsuits-after-shares-fall,The Business Times,Featured on SGInvestors
159,None (General News),Will Ukraine's tragedy spur UN Security Council reform?,08/03/2022,https://www.businesstimes.com.sg/opinion/will-ukraines-tragedy-spur-un-security-council-reform-0,The Business Times,Featured on SGInvestors
160,None (General News),Russia's war on Ukraine: Drawing first lessons and considering the outlook,08/03/2022,https://www.businesstimes.com.sg/opinion/russias-war-on-ukraine-drawing-first-lessons-and-considering-the-outlook,The Business Times,Featured on SGInvestors
161,None (General News),Investors can no longer afford to ignore geopolitical risk,08/03/2022,https://www.businesstimes.com.sg/opinion/investors-can-no-longer-afford-to-ignore-geopolitical-risk-0,The Business Times,Featured on SGInvestors
162,None (General News),President Biden shifts to the political centre,08/03/2022,https://www.businesstimes.com.sg/opinion/president-biden-shifts-to-the-political-centre,The Business Times,Featured on SGInvestors
163,None (General News),"Cybersecurity startup Snyk taps Morgan Stanley, Goldman for IPO - sources",08/03/2022,https://www.channelnewsasia.com/business/cybersecurity-startup-snyk-taps-morgan-stanley-goldman-ipo-sources-2546606,CNA,Featured on SGInvestors
164,None (General News),"Cybersecurity startup Snyk taps Morgan Stanley, Goldman for IPO: Report",08/03/2022,https://www.channelnewsasia.com/business/cybersecurity-startup-snyk-taps-morgan-stanley-goldman-ipo-report-2546606,CNA,Featured on SGInvestors
165,None (General News),"Group 1 Automotive to buy Toyota Dealership in Austin, Texas",08/03/2022,https://www.channelnewsasia.com/business/group-1-automotive-buy-toyota-dealership-austin-texas-2546591,CNA,Featured on SGInvestors
166,None (General News),Omicron infections contagious for at least 6 days; Takeda drug shows promise as COVID treatment,08/03/2022,https://www.channelnewsasia.com/business/omicron-infections-contagious-least-6-days-takeda-drug-shows-promise-covid-treatment-2546556,CNA,Featured on SGInvestors
167,None (General News),Omicron infections contagious for at least 6 days; Takeda drug shows promise as COVID-19 treatment,08/03/2022,https://www.channelnewsasia.com/world/omicron-infections-contagious-least-6-days-takeda-drug-shows-promise-covid-19-treatment-2546556,CNA,Featured on SGInvestors
168,None (General News),"Britain sets out 'dirty money' crackdown, wants to hobble Russia's Putin",08/03/2022,https://www.channelnewsasia.com/world/britain-sets-out-dirty-money-crackdown-wants-hobble-russias-putin-2546386,CNA,Featured on SGInvestors
169,None (General News),Tightening financial conditions sound alarm for world economy ,08/03/2022,https://www.channelnewsasia.com/business/tightening-financial-conditions-sound-alarm-world-economy-2546446,CNA,Featured on SGInvestors
170,None (General News),Energy conference kicks off as Ukraine conflict puts oil market in turmoil,08/03/2022,https://www.channelnewsasia.com/business/energy-conference-kicks-ukraine-conflict-puts-oil-market-turmoil-2546261,CNA,Featured on SGInvestors
171,None (General News),Scientists identify new gene differences in severe COVID patients,08/03/2022,https://www.channelnewsasia.com/business/scientists-identify-new-gene-differences-severe-covid-patients-2546196,CNA,Featured on SGInvestors
172,None (General News),Scientists identify new gene differences in severe COVID-19 patients,08/03/2022,https://www.channelnewsasia.com/world/scientists-identify-new-gene-differences-severe-covid-19-patients-2546196,CNA,Featured on SGInvestors
173,None (General News),GM to build new battery materials plant in Canada ,08/03/2022,https://www.channelnewsasia.com/business/gm-ramps-ev-push-plans-make-battery-materials-canada-2546201,CNA,Featured on SGInvestors
174,None (General News),"Upwork withdraws forecast as it suspends Russia, Belarus operations",08/03/2022,https://www.channelnewsasia.com/business/upwork-withdraws-forecast-it-suspends-russia-belarus-operations-2546186,CNA,Featured on SGInvestors
175,None (General News),UK watchdog says it lacks power to assess tie-up between Binance unit and Eqonex,08/03/2022,https://www.channelnewsasia.com/business/uk-watchdog-says-it-lacks-power-assess-tie-between-binance-unit-and-eqonex-2546096,CNA,Featured on SGInvestors
176,None (General News),UK watchdog says it lacked power to vet tie-up involving crypto exchange Binance,08/03/2022,https://www.channelnewsasia.com/business/uk-watchdog-says-it-lacked-power-vet-tie-involving-crypto-exchange-binance-2546096,CNA,Featured on SGInvestors
177,None (General News),US Supreme Court spurns Google bid to avoid shareholder lawsuit,08/03/2022,https://www.channelnewsasia.com/business/us-supreme-court-spurns-google-bid-avoid-shareholder-lawsuit-2546006,CNA,Featured on SGInvestors
178,None (General News),Explainer-Russia could work around SWIFT ban but with high costs,08/03/2022,https://www.channelnewsasia.com/business/explainer-russia-could-work-around-swift-ban-high-costs-2545976,CNA,Featured on SGInvestors
179,None (General News),Russia could work around SWIFT ban but with high costs,08/03/2022,https://www.channelnewsasia.com/business/russia-could-work-around-swift-ban-high-costs-2545976,CNA,Featured on SGInvestors
180,None (General News),Nordic Group's offer for Starburst closes with 94.3% valid acceptances,08/03/2022,https://www.businesstimes.com.sg/companies-markets/nordic-groups-offer-for-starburst-closes-with-943-valid-acceptances,The Business Times,Featured on SGInvestors
